Time,Toy_Switch,Child_EG,Parent_EG
00:10.5,,,
00:10.5,,,
00:10.6,,,
00:10.6,,,
00:10.6,,,
00:10.7,,,
00:10.7,,,
00:10.7,,,
00:10.8,,,
00:10.8,,,
00:10.8,,,
00:10.9,,,
00:10.9,,,
00:10.9,,,
00:11.0,,,
00:11.0,,,
00:11.0,,,
00:11.1,,,
00:11.1,,,
00:11.1,,,
00:11.2,,,
00:11.2,,,
00:11.2,,,
00:11.3,,,
00:11.3,,,
00:11.3,,,
00:11.4,,,
00:11.4,,,
00:11.4,,,
00:11.5,,,
00:11.5,,,
00:11.5,,,
00:11.6,,,
00:11.6,,,
00:11.6,,,
00:11.7,,,
00:11.7,,,
00:11.7,,,
00:11.8,,,
00:11.8,,,
00:11.8,,,
00:11.9,,,
00:11.9,,,
00:11.9,,,
00:12.0,,,
00:12.0,,,
00:12.0,,,
00:12.1,,,
00:12.1,,,
00:12.1,,,
00:12.2,,,
00:12.2,,,
00:12.2,,,
00:12.3,,,
00:12.3,,,
00:12.3,,,
00:12.4,,,
00:12.4,,,
00:12.4,,,
00:12.5,,,
00:12.5,,,
00:12.5,,,
00:12.6,,,
00:12.6,,,
00:12.6,,,
00:12.7,,,
00:12.7,,,
00:12.7,,,
00:12.8,,,
00:12.8,,,
00:12.8,,,
00:12.9,,,
00:12.9,,,
00:12.9,,,
00:13.0,,,
00:13.0,,,
00:13.0,,,
00:13.1,,,
00:13.1,,,
00:13.1,,,
00:13.2,,,
00:13.2,,,
00:13.2,,,
00:13.3,,,
00:13.3,,,
00:13.3,,,
00:13.4,,,
00:13.4,,,
00:13.4,,,
00:13.5,,,
00:13.5,,,
00:13.5,,,
00:13.6,,,
00:13.6,,,
00:13.6,,,
00:13.7,,,
00:13.7,,,
00:13.7,,,
00:13.8,,,
00:13.8,,,
00:13.8,,,
00:13.9,,,
00:13.9,,,
00:13.9,,,
00:14.0,,,
00:14.0,,,
00:14.0,,,
00:14.1,,,
00:14.1,,,
00:14.1,,,
00:14.2,,,
00:14.2,,,
00:14.2,,,
00:14.3,,,
00:14.3,,,
00:14.3,,,
00:14.4,,,
00:14.4,,,
00:14.4,,,
00:14.5,,,
00:14.5,,,
00:14.5,,,
00:14.6,,,
00:14.6,,,
00:14.6,,,
00:14.7,,,
00:14.7,,,
00:14.7,,,
00:14.8,,,
00:14.8,,,
00:14.8,,,
00:14.9,,,
00:14.9,,,
00:14.9,,,
00:15.0,,,
00:15.0,,,
00:15.0,,,
00:15.1,,,
00:15.1,,,
00:15.1,,,
00:15.2,,,
00:15.2,,,
00:15.2,,,
00:15.3,,,
00:15.3,,,
00:15.3,,,
00:15.4,,,
00:15.4,,,
00:15.4,,,
00:15.5,,,
00:15.5,,,
00:15.6,,,
00:15.6,,,
00:15.6,,,
00:15.7,,,
00:15.7,,,
00:15.7,,,
00:15.8,,,
00:15.8,,,
00:15.8,,,
00:15.9,,,
00:15.9,,,
00:15.9,,,
00:16.0,,,
00:16.0,,,
00:16.0,,,
00:16.1,,,
00:16.1,,,
00:16.1,,,
00:16.1,,,
00:16.2,,,
00:16.2,,,
00:16.3,,,
00:16.3,,,
00:16.3,,,
00:16.3,,,
00:16.4,,,
00:16.4,,,
00:16.5,,,
00:16.5,,,
00:16.5,,,
00:16.6,,,
00:16.6,,,
00:16.6,,,
00:16.6,,,
00:16.7,,,
00:16.7,,,
00:16.7,,,
00:16.8,,,
00:16.8,,,
00:16.9,,,
00:16.9,,,
00:16.9,,,
00:16.9,,,
00:17.0,,,
00:17.0,,,
00:17.0,,,
00:17.1,,,
00:17.1,,,
00:17.1,,,
00:17.2,,,
00:17.2,,,
00:17.3,,,
00:17.3,,,
00:17.3,,,
00:17.4,,,
00:17.4,,,
00:17.4,,,
00:17.5,,,
00:17.5,,,
00:17.5,,,
00:17.6,,,
00:17.6,,,
00:17.6,,,
00:17.6,,,
00:17.7,,,
00:17.7,,,
00:17.7,,,
00:17.8,,,
00:17.8,,,
00:17.8,,,
00:17.9,,,
00:17.9,,,
00:17.9,,,
00:18.0,,,
00:18.0,,,
00:18.0,,,
00:18.1,,,
00:18.1,,,
00:18.1,,,
00:18.2,,,
00:18.2,,,
00:18.3,,,
00:18.3,,,
00:18.3,,,
00:18.4,,,
00:18.4,,,
00:18.4,,,
00:18.4,,,
00:18.5,,,
00:18.5,,,
00:18.6,,,
00:18.6,,,
00:18.6,,,
00:18.6,,,
00:18.7,,,
00:18.7,,,
00:18.7,,,
00:18.8,,,
00:18.8,,,
00:18.8,,,
00:18.9,,,
00:18.9,,,
00:19.0,,,
00:19.0,,,
00:19.0,,,
00:19.1,,,
00:19.1,,,
00:19.1,,,
00:19.1,,,
00:19.2,,,
00:19.2,,,
00:19.3,,,
00:19.3,,,
00:19.3,,,
00:19.4,,,
00:19.4,,,
00:19.4,,,
00:19.5,,,
00:19.5,,,
00:19.5,,,
00:19.6,,,
00:19.6,,,
00:19.6,,,
00:19.6,,,
00:19.7,,,
00:19.7,,,
00:19.7,,,
00:19.8,,,
00:19.8,,,
00:19.8,,,
00:19.9,,,
00:19.9,,,
00:20.0,,,
00:20.0,,,
00:20.0,,,
00:20.1,,,
00:20.1,,,
00:20.1,,,
00:20.1,,,
00:20.2,,,
00:20.2,,,
00:20.3,,,
00:20.3,,,
00:20.3,,,
00:20.4,,,
00:20.4,,,
00:20.4,,,
00:20.5,,,
00:20.5,,,
00:20.5,,,
00:20.5,,,
00:20.6,,,
00:20.6,,,
00:20.6,,,
00:20.7,,,
00:20.7,,,
00:20.8,,,
00:20.8,,,
00:20.8,,,
00:20.8,,,
00:20.9,,,
00:20.9,,,
00:21.0,,,
00:21.0,,,
00:21.0,,,
00:21.1,,,
00:21.1,,,
00:21.1,,,
00:21.1,,,
00:21.2,,,
00:21.2,,,
00:21.2,,,
00:21.3,,,
00:21.3,,,
00:21.4,,,
00:21.4,,,
00:21.4,,,
00:21.5,,,
00:21.5,,,
00:21.5,,,
00:21.5,,,
00:21.6,,,
00:21.6,,,
00:21.7,,,
00:21.7,,,
00:21.7,,,
00:21.8,,,
00:21.8,,,
00:21.8,,,
00:21.9,,,
00:21.9,,,
00:21.9,,,
00:22.0,,,
00:22.0,,,
00:22.0,,,
00:22.1,,,
00:22.1,,,
00:22.1,,,
00:22.1,,,
00:22.2,,,
00:22.2,,,
00:22.3,,,
00:22.3,,,
00:22.3,,,
00:22.4,,,
00:22.4,,,
00:22.4,,,
00:22.5,,,
00:22.5,,,
00:22.5,,,
00:22.6,,,
00:22.6,,,
00:22.6,,,
00:22.7,,,
00:22.7,,,
00:22.7,,,
00:22.8,,,
00:22.8,,,
00:22.8,,,
00:22.9,,,
00:22.9,,,
00:22.9,,,
00:23.0,,,
00:23.0,,,
00:23.0,,,
00:23.1,,,
00:23.1,,,
00:23.1,,,
00:23.1,,,
00:23.2,,,
00:23.2,,,
00:23.2,,,
00:23.3,,,
00:23.3,,,
00:23.3,,,
00:23.4,,,
00:23.4,,,
00:23.5,,,
00:23.5,,,
00:23.5,,,
00:23.6,,,
00:23.6,,,
00:23.6,,,
00:23.6,,,
00:23.7,,,
00:23.7,,,
00:23.8,,,
00:23.8,,,
00:23.8,,,
00:23.8,,,
00:23.9,,,
00:23.9,,,
00:23.9,,,
00:24.0,,,
00:24.0,,,
00:24.0,,,
00:24.1,,,
00:24.1,,,
00:24.1,,,
00:24.2,,,
00:24.2,,,
00:24.2,,,
00:24.3,,,
00:24.3,,,
00:24.4,,,
00:24.4,,,
00:24.4,,,
00:24.4,,,
00:24.5,,,
00:24.5,,,
00:24.6,,,
00:24.6,,,
00:24.6,,,
00:24.6,,,
00:24.7,,,
00:24.7,,,
00:24.8,,,
00:24.8,,,
00:24.8,,,
00:24.8,,,
00:24.9,,,
00:24.9,,,
00:24.9,,,
00:25.0,,,
00:25.0,,,
00:25.1,,,
00:25.1,,,
00:25.1,,,
00:25.1,,,
00:25.2,,,
00:25.2,,,
00:25.3,,,
00:25.3,,,
00:25.3,,,
00:25.4,,,
00:25.4,,,
00:25.4,,,
00:25.5,,,
00:25.5,,,
00:25.5,,,
00:25.6,,,
00:25.6,,,
00:25.6,,,
00:25.6,,,
00:25.7,,,
00:25.7,,,
00:25.8,,,
00:25.8,,,
00:25.8,,,
00:25.9,,,
00:25.9,,,
00:25.9,,,
00:25.9,,,
00:26.0,,,
00:26.0,,,
00:26.1,,,
00:26.1,,,
00:26.1,,,
00:26.1,,,
00:26.2,,,
00:26.2,,,
00:26.3,,,
00:26.3,,,
00:26.3,,,
00:26.3,,,
00:26.4,,,
00:26.4,,,
00:26.5,,,
00:26.5,,,
00:26.5,,,
00:26.5,,,
00:26.6,,,
00:26.6,,,
00:26.6,,,
00:26.7,,,
00:26.7,,,
00:26.8,,,
00:26.8,,,
00:26.8,,,
00:26.8,,,
00:26.9,,,
00:26.9,,,
00:26.9,,,
00:27.0,,,
00:27.0,,,
00:27.1,,,
00:27.1,,,
00:27.1,,,
00:27.2,,,
00:27.2,,,
00:27.2,,,
00:27.3,,,
00:27.3,,,
00:27.3,,,
00:27.4,,,
00:27.4,,,
00:27.4,,,
00:27.5,,,
00:27.5,,,
00:27.5,,,
00:27.6,,,
00:27.6,,,
00:27.6,,,
00:27.7,,,
00:27.7,,,
00:27.7,,,
00:27.8,,,
00:27.8,,,
00:27.8,,,
00:27.9,,,
00:27.9,,,
00:27.9,,,
00:28.0,,,
00:28.0,,,
00:28.0,,,
00:28.1,,,
00:28.1,,,
00:28.1,,,
00:28.2,,,
00:28.2,,,
00:28.2,,,
00:28.3,,,
00:28.3,,,
00:28.3,,,
00:28.4,,,
00:28.4,,,
00:28.4,,,
00:28.5,,,
00:28.5,,,
00:28.5,,,
00:28.6,,,
00:28.6,,,
00:28.6,,,
00:28.7,,,
00:28.7,,,
00:28.7,,,
00:28.8,,,
00:28.8,,,
00:28.8,,,
00:28.9,,,
00:28.9,,,
00:28.9,,,
00:29.0,,,
00:29.0,,,
00:29.0,,,
00:29.1,,,
00:29.1,,,
00:29.1,,,
00:29.2,,,
00:29.2,,,
00:29.2,,,
00:29.3,,,
00:29.3,,,
00:29.3,,,
00:29.4,,,
00:29.4,,,
00:29.4,,,
00:29.5,,,
00:29.5,,,
00:29.5,,,
00:29.6,,,
00:29.6,,,
00:29.6,,,
00:29.7,,,
00:29.7,,,
00:29.7,,,
00:29.8,,,
00:29.8,,,
00:29.8,,,
00:29.9,,,
00:29.9,,,
00:29.9,,,
00:30.0,,,
00:30.0,,,
00:30.0,,,
00:30.1,,,
00:30.1,,,
00:30.1,,,
00:30.2,,,
00:30.2,,,
00:30.2,,,
00:30.3,,,
00:30.3,,,
00:30.3,,,
00:30.4,,,
00:30.4,,,
00:30.4,,,
00:30.5,,,
00:30.5,,,
00:30.5,,,
00:30.6,,,
00:30.6,,,
00:30.6,,,
00:30.7,,,
00:30.7,,,
00:30.7,,,
00:30.8,,,
00:30.8,,,
00:30.8,,,
00:30.9,,,
00:30.9,,,
00:30.9,,,
00:31.0,,,
00:31.0,,,
00:31.0,,,
00:31.1,,,
00:31.1,,,
00:31.1,,,
00:31.2,,,
00:31.2,,,
00:31.2,,,
00:31.3,,,
00:31.3,,,
00:31.3,,,
00:31.4,,,
00:31.4,,,
00:31.4,,,
00:31.5,,,
00:31.5,,,
00:31.5,,,
00:31.6,,,
00:31.6,,,
00:31.6,,,
00:31.7,,,
00:31.7,,,
00:31.7,,,
00:31.8,,,
00:31.8,,,
00:31.8,,,
00:31.9,,,
00:31.9,,,
00:31.9,,,
00:32.0,,,
00:32.0,,,
00:32.0,,,
00:32.1,,,
00:32.1,,,
00:32.1,,,
00:32.2,,,
00:32.2,,,
00:32.2,,,
00:32.3,,,
00:32.3,,,
00:32.3,,,
00:32.4,,,
00:32.4,,,
00:32.4,,,
00:32.5,,,
00:32.5,,,
00:32.5,,,
00:32.6,,,
00:32.6,,,
00:32.6,,,
00:32.7,,,
00:32.7,,,
00:32.7,,,
00:32.8,,,
00:32.8,,,
00:32.8,,,
00:32.9,,,
00:32.9,,,
00:32.9,,,
00:33.0,,,
00:33.0,,,
00:33.0,,,
00:33.1,,,
00:33.1,,,
00:33.1,,,
00:33.2,,,
00:33.2,,,
00:33.2,,,
00:33.3,,,
00:33.3,,,
00:33.3,,,
00:33.4,,,
00:33.4,,,
00:33.4,,,
00:33.5,,,
00:33.5,,,
00:33.5,,,
00:33.6,,,
00:33.6,,,
00:33.6,,,
00:33.7,,,
00:33.7,,,
00:33.7,,,
00:33.8,,,
00:33.8,,,
00:33.8,,,
00:33.9,,,
00:33.9,,,
00:33.9,,,
00:34.0,,,
00:34.0,,,
00:34.0,,,
00:34.1,,,
00:34.1,,,
00:34.1,,,
00:34.2,,,
00:34.2,,,
00:34.2,,,
00:34.3,,,
00:34.3,,,
00:34.3,,,
00:34.4,,,
00:34.4,,,
00:34.4,,,
00:34.5,,,
00:34.5,,,
00:34.5,,,
00:34.6,,,
00:34.6,,,
00:34.6,,,
00:34.7,,,
00:34.7,,,
00:34.7,,,
00:34.8,,,
00:34.8,,,
00:34.8,,,
00:34.9,,,
00:34.9,,,
00:34.9,,,
00:35.0,,,
00:35.0,,,
00:35.0,,,
00:35.1,,,
00:35.1,,,
00:35.1,,,
00:35.2,,,
00:35.2,,,
00:35.2,,,
00:35.3,,,
00:35.3,,,
00:35.3,,,
00:35.4,,,
00:35.4,,,
00:35.4,,,
00:35.5,,,
00:35.5,,,
00:35.5,,,
00:35.6,,,
00:35.6,,,
00:35.6,,,
00:35.7,,,
00:35.7,,,
00:35.7,,,
00:35.8,,,
00:35.8,,,
00:35.8,,,
00:35.9,,,
00:35.9,,,
00:35.9,,,
00:36.0,,,
00:36.0,,,
00:36.0,,,
00:36.1,,,
00:36.1,,,
00:36.1,,,
00:36.2,,,
00:36.2,,,
00:36.2,,,
00:36.3,,,
00:36.3,,,
00:36.3,,,
00:36.4,,,
00:36.4,,,
00:36.4,,,
00:36.5,,,
00:36.5,,,
00:36.5,,,
00:36.6,,,
00:36.6,,,
00:36.6,,,
00:36.7,,,
00:36.7,,,
00:36.7,,,
00:36.8,,,
00:36.8,,,
00:36.8,,,
00:36.9,,,
00:36.9,,,
00:36.9,,,
00:37.0,,,
00:37.0,,,
00:37.0,,,
00:37.1,,,
00:37.1,,,
00:37.1,,,
00:37.2,,,
00:37.2,,,
00:37.2,,,
00:37.3,,,
00:37.3,,,
00:37.3,,,
00:37.4,,,
00:37.4,,,
00:37.4,,,
00:37.5,,,
00:37.5,,,
00:37.5,,,
00:37.6,,,
00:37.6,,,
00:37.6,,,
00:37.7,,,
00:37.7,,,
00:37.7,,,
00:37.8,,,
00:37.8,,,
00:37.8,,,
00:37.9,,,
00:37.9,,,
00:37.9,,,
00:38.0,,,
00:38.0,,,
00:38.0,,,
00:38.1,,,
00:38.1,,,
00:38.1,,,
00:38.2,,,
00:38.2,,,
00:38.2,,,
00:38.3,,,
00:38.3,,,
00:38.3,,,
00:38.4,,,
00:38.4,,,
00:38.4,,,
00:38.5,,,
00:38.5,,,
00:38.5,,,
00:38.6,,,
00:38.6,,,
00:38.6,,,
00:38.7,,,
00:38.7,,,
00:38.7,,,
00:38.8,,,
00:38.8,,,
00:38.8,,,
00:38.9,,,
00:38.9,,,
00:38.9,,,
00:39.0,,,
00:39.0,,,
00:39.0,,,
00:39.1,,,
00:39.1,,,
00:39.1,,,
00:39.2,,,
00:39.2,,,
00:39.2,,,
00:39.3,,,
00:39.3,,,
00:39.3,,,
00:39.4,,,
00:39.4,,,
00:39.4,,,
00:39.5,,,
00:39.5,,,
00:39.5,,,
00:39.6,,,
00:39.6,,,
00:39.6,,,
00:39.7,,,
00:39.7,,,
00:39.7,,,
00:39.8,,,
00:39.8,,,
00:39.8,,,
00:39.9,,,
00:39.9,,,
00:39.9,,,
00:40.0,,,
00:40.0,,,
00:40.0,,,
00:40.1,,,
00:40.1,,,
00:40.1,,,
00:40.2,,,
00:40.2,,,
00:40.2,,,
00:40.3,,,
00:40.3,,,
00:40.3,,,
00:40.4,,,
00:40.4,,,
00:40.4,,,
00:40.5,,,
00:40.5,,,
00:40.5,,,
00:40.6,,,
00:40.6,,,
00:40.6,,,
00:40.7,,,
00:40.7,,,
00:40.7,,,
00:40.8,,,
00:40.8,,,
00:40.8,,,
00:40.9,,,
00:40.9,,,
00:40.9,,,
00:41.0,,,
00:41.0,,,
00:41.0,,,
00:41.1,,,
00:41.1,,,
00:41.1,,,
00:41.2,,,
00:41.2,,,
00:41.2,,,
00:41.3,,,
00:41.3,,,
00:41.3,,,
00:41.4,,,
00:41.4,,,
00:41.4,,,
00:41.5,,,
00:41.5,,,
00:41.5,,,
00:41.6,,,
00:41.6,,,
00:41.6,,,
00:41.7,,,
00:41.7,,,
00:41.7,,,
00:41.8,,,
00:41.8,,,
00:41.8,,,
00:41.9,,,
00:41.9,,,
00:41.9,,,
00:42.0,,,
00:42.0,,,
00:42.0,,,
00:42.1,,,
00:42.1,,,
00:42.1,,,
00:42.2,,,
00:42.2,,,
00:42.2,,,
00:42.3,,,
00:42.3,,,
00:42.3,,,
00:42.4,,,
00:42.4,,,
00:42.4,,,
00:42.5,,,
00:42.5,,,
00:42.5,,,
00:42.6,,,
00:42.6,,,
00:42.6,,,
00:42.7,,,
00:42.7,,,
00:42.7,,,
00:42.8,,,
00:42.8,,,
00:42.8,,,
00:42.9,,,
00:42.9,,,
00:42.9,,,
00:43.0,,,
00:43.0,,,
00:43.0,,,
00:43.1,,,
00:43.1,,,
00:43.1,,,
00:43.2,,,
00:43.2,,,
00:43.2,,,
00:43.3,,,
00:43.3,,,
00:43.3,,,
00:43.4,,,
00:43.4,,,
00:43.4,,,
00:43.5,,,
00:43.5,,,
00:43.5,,,
00:43.6,,,
00:43.6,,,
00:43.6,,,
00:43.7,,,
00:43.7,,,
00:43.7,,,
00:43.8,,,
00:43.8,,,
00:43.8,,,
00:43.9,,,
00:43.9,,,
00:43.9,,,
00:44.0,,,
00:44.0,,,
00:44.0,,,
00:44.1,,,
00:44.1,,,
00:44.1,,,
00:44.2,,,
00:44.2,,,
00:44.2,,,
00:44.3,,,
00:44.3,,,
00:44.3,,,
00:44.4,,,
00:44.4,,,
00:44.4,,,
00:44.5,,,
00:44.5,,,
00:44.5,,,
00:44.6,,,
00:44.6,,,
00:44.6,,,
00:44.7,,,
00:44.7,,,
00:44.7,,,
00:44.8,,,
00:44.8,,,
00:44.8,,,
00:44.9,,,
00:44.9,,,
00:44.9,,,
00:45.0,,,
00:45.0,,,
00:45.0,,,
00:45.1,,,
00:45.1,,,
00:45.1,,,
00:45.2,,,
00:45.2,,,
00:45.2,,,
00:45.3,,,
00:45.3,,,
00:45.3,,,
00:45.4,,,
00:45.4,,,
00:45.4,,,
00:45.5,,,
00:45.5,,,
00:45.5,,,
00:45.6,,,
00:45.6,,,
00:45.6,,,
00:45.7,,,
00:45.7,,,
00:45.7,,,
00:45.8,,,
00:45.8,,,
00:45.8,,,
00:45.9,,,
00:45.9,,,
00:45.9,,,
00:46.0,,,
00:46.0,,,
00:46.0,,,
00:46.1,,,
00:46.1,,,
00:46.1,,,
00:46.2,,,
00:46.2,,,
00:46.2,,,
00:46.3,,,
00:46.3,,,
00:46.3,,,
00:46.4,,,
00:46.4,,,
00:46.4,,,
00:46.5,,,
00:46.5,,,
00:46.5,,,
00:46.6,,,
00:46.6,,,
00:46.6,,,
00:46.7,,,
00:46.7,,,
00:46.7,,,
00:46.8,,,
00:46.8,,,
00:46.8,,,
00:46.9,,,
00:46.9,,,
00:46.9,,,
00:47.0,,,
00:47.0,,,
00:47.0,,,
00:47.1,,,
00:47.1,,,
00:47.1,,,
00:47.2,,,
00:47.2,,,
00:47.2,,,
00:47.3,,,
00:47.3,,,
00:47.3,,,
00:47.4,,,
00:47.4,,,
00:47.4,,,
00:47.5,,,
00:47.5,,,
00:47.5,,,
00:47.6,,,
00:47.6,,,
00:47.6,,,
00:47.7,,,
00:47.7,,,
00:47.7,,,
00:47.8,,,
00:47.8,,,
00:47.8,,,
00:47.9,,,
00:47.9,,,
00:47.9,,,
00:48.0,,,
00:48.0,,,
00:48.0,,,
00:48.1,,,
00:48.1,,,
00:48.1,,,
00:48.2,,,
00:48.2,,,
00:48.2,,,
00:48.3,,,
00:48.3,,,
00:48.3,,,
00:48.4,,,
00:48.4,,,
00:48.4,,,
00:48.5,,,
00:48.5,,,
00:48.5,,,
00:48.6,,,
00:48.6,,,
00:48.6,,,
00:48.7,,,
00:48.7,,,
00:48.7,,,
00:48.8,,,
00:48.8,,,
00:48.8,,,
00:48.9,,,
00:48.9,,,
00:48.9,,,
00:49.0,,,
00:49.0,,,
00:49.0,,,
00:49.1,,,
00:49.1,,,
00:49.1,,,
00:49.2,,,
00:49.2,,,
00:49.2,,,
00:49.3,,,
00:49.3,,,
00:49.3,,,
00:49.4,,,
00:49.4,,,
00:49.4,,,
00:49.5,,,
00:49.5,,,
00:49.5,,,
00:49.6,,,
00:49.6,,,
00:49.6,,,
00:49.7,,,
00:49.7,,,
00:49.7,,,
00:49.8,,,
00:49.8,,,
00:49.8,,,
00:49.9,,,
00:49.9,,,
00:49.9,,,
00:50.0,,,
00:50.0,,,
00:50.0,,,
00:50.1,,,
00:50.1,,,
00:50.1,,,
00:50.2,,,
00:50.2,,,
00:50.2,,,
00:50.3,,,
00:50.3,,,
00:50.3,,,
00:50.4,,,
00:50.4,,,
00:50.4,,,
00:50.5,,,
00:50.5,,,
00:50.5,,,
00:50.6,,,
00:50.6,,,
00:50.6,,,
00:50.7,,,
00:50.7,,,
00:50.7,,,
00:50.8,,,
00:50.8,,,
00:50.8,,,
00:50.9,,,
00:50.9,,,
00:50.9,,,
00:51.0,,,
00:51.0,,,
00:51.0,,,
00:51.1,,,
00:51.1,,,
00:51.1,,,
00:51.2,,,
00:51.2,,,
00:51.2,,,
00:51.3,,,
00:51.3,,,
00:51.3,,,
00:51.4,,,
00:51.4,,,
00:51.4,,,
00:51.5,,,
00:51.5,,,
00:51.5,,,
00:51.6,,,
00:51.6,,,
00:51.6,,,
00:51.7,,,
